DayOfWeek,Date,DepTime,ArrTime,CRSArrTime,UniqueCarrier,Airline,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Org_Airport,Dest,Dest_Airport,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,DepHour,DepMinute,DepDatetime,Month,Hour,Route,DepDateTime,ArrDateTime,CRSArrDateTime
Monday,2019-04-15,611,757,738,UA,United Air Lines Inc.,59,N933UA,166,157,153,19,10,DEN,Denver International Airport,SFO,San Francisco International Airport,967,4,9,0,N,0,10,0,9,0,0,6,11,2019-04-15 06:11:00,4,6,DEN-SFO,2019-04-15 06:11:00,2019-04-15 07:57:00,2019-04-15 07:38:00
Wednesday,2019-05-15,1705,1848,1754,OO,Skywest Airlines Inc.,6719,N738SK,103,117,88,54,68,MSO,Missoula International Airport,DEN,Denver International Airport,679,6,9,0,N,0,0,0,0,0,54,17,5,2019-05-15 17:05:00,5,17,MSO-DEN,2019-05-15 17:05:00,2019-05-15 18:48:00,2019-05-15 17:54:00
Wednesday,2019-06-05,1456,1634,1509,OO,Skywest Airlines Inc.,6718,N960SW,158,113,141,85,40,XNA,Northwest Arkansas Regional Airport,DEN,Denver International Airport,616,6,11,0,N,0,40,0,45,0,0,14,56,2019-06-05 14:56:00,6,14,XNA-DEN,2019-06-05 14:56:00,2019-06-05 16:34:00,2019-06-05 15:09:00
Thursday,2019-06-27,2102,2214,2156,DL,Delta Air Lines Inc.,1107,N656DL,132,121,77,18,7,SLC,Salt Lake City International Airport,SFO,San Francisco International Airport,599,12,43,0,N,0,7,0,11,0,0,21,2,2019-06-27 21:02:00,6,21,SLC-SFO,2019-06-27 21:02:00,2019-06-27 22:14:00,2019-06-27 21:56:00
Monday,2019-05-06,956,1210,1140,WN,Southwest Airlines Co.,3839,N784SW,194,205,181,30,41,MDW,Chicago Midway International Airport,SLC,Salt Lake City International Airport,1258,3,10,0,N,0,5,0,0,0,25,9,56,2019-05-06 09:56:00,5,9,MDW-SLC,2019-05-06 09:56:00,2019-05-06 12:10:00,2019-05-06 11:40:00
Tuesday,2019-01-01,2116,2320,2045,WN,Southwest Airlines Co.,2664,N676SW,64,55,37,155,146,MDW,Chicago Midway International Airport,IND,Indianapolis International Airport,162,5,22,0,N,0,21,0,9,0,125,21,16,2019-01-01 21:16:00,1,21,MDW-IND,2019-01-01 21:16:00,2019-01-01 23:20:00,2019-01-02 20:45:00
Thursday,2019-01-03,1216,1458,1333,EV,Atlantic Southeast Airlines,4527,N636AS,102,83,67,85,66,PFN,Unknown,ATL,Hartsfield-Jackson Atlanta International Airport,247,13,22,0,N,0,0,0,19,0,66,12,16,2019-01-03 12:16:00,1,12,PFN-ATL,2019-01-03 12:16:00,2019-01-03 14:58:00,2019-01-03 13:33:00
Sunday,2019-05-12,1912,2158,2125,WN,Southwest Airlines Co.,2253,N372SW,166,170,152,33,37,MCO,Orlando International Airport,PVD,Theodore Francis Green State Airport,1073,4,10,0,N,0,2,0,0,0,31,19,12,2019-05-12 19:12:00,5,19,MCO-PVD,2019-05-12 19:12:00,2019-05-12 21:58:00,2019-05-12 21:25:00
Friday,2019-02-15,2316,22,2344,US,US Airways Inc.,115,N634AW,66,70,49,38,42,LAS,McCarran International Airport,LAX,Los Angeles International Airport,236,4,13,0,N,0,0,0,0,0,38,23,16,2019-02-15 23:16:00,2,23,LAS-LAX,2019-02-15 23:16:00,2019-02-16 00:22:00,2019-02-15 23:44:00
Monday,2019-06-03,1716,1747,1630,MQ,American Eagle Airlines Inc.,4485,N629AE,91,80,61,77,66,SDF,Louisville International Airport (Standiford Field),ORD,Chicago O'Hare International Airport,286,14,16,0,N,0,0,0,11,0,66,17,16,2019-06-03 17:16:00,6,17,SDF-ORD,2019-06-03 17:16:00,2019-06-03 17:47:00,2019-06-04 16:30:00
Sunday,2019-03-31,821,1137,1100,WN,Southwest Airlines Co.,1596,N285WN,196,200,155,37,41,PVD,Theodore Francis Green State Airport,FLL,Fort Lauderdale-Hollywood International Airport,1188,4,37,0,N,0,0,0,37,0,0,8,21,2019-03-31 08:21:00,3,8,PVD-FLL,2019-03-31 08:21:00,2019-03-31 11:37:00,2019-03-31 11:00:00
Tuesday,2019-06-25,1803,2234,2145,AA,American Airlines Inc.,744,N5FAAA,211,215,182,49,53,DFW,Dallas/Fort Worth International Airport,LGA,LaGuardia Airport (Marine Air Terminal),1389,11,18,0,N,0,15,0,0,0,34,18,3,2019-06-25 18:03:00,6,18,DFW-LGA,2019-06-25 18:03:00,2019-06-25 22:34:00,2019-06-25 21:45:00
Saturday,2019-05-11,1526,1640,1610,MQ,American Eagle Airlines Inc.,3455,N928AE,74,70,53,30,26,DFW,Dallas/Fort Worth International Airport,AMA,Rick Husband Amarillo International Airport,313,6,15,0,N,0,20,0,4,0,6,15,26,2019-05-11 15:26:00,5,15,DFW-AMA,2019-05-11 15:26:00,2019-05-11 16:40:00,2019-05-11 16:10:00
Saturday,2019-03-16,2004,2251,2150,B6,JetBlue Airways,578,N590JB,167,160,142,61,54,MCO,Orlando International Airport,SWF,Stewart International Airport,989,7,18,0,N,0,10,0,7,0,44,20,4,2019-03-16 20:04:00,3,20,MCO-SWF,2019-03-16 20:04:00,2019-03-16 22:51:00,2019-03-16 21:50:00
Tuesday,2019-06-11,1639,1648,1625,MQ,American Eagle Airlines Inc.,4194,N692AE,69,60,26,23,14,GRR,Gerald R. Ford International Airport,ORD,Chicago O'Hare International Airport,137,12,31,0,N,0,0,0,9,0,14,16,39,2019-06-11 16:39:00,6,16,GRR-ORD,2019-06-11 16:39:00,2019-06-11 16:48:00,2019-06-12 16:25:00
Wednesday,2019-02-06,932,1725,1420,AA,American Airlines Inc.,2057,N617AA,353,270,258,185,102,ORD,Chicago O'Hare International Airport,SJU,Luis Muñoz Marín International Airport,2072,5,90,0,N,0,0,17,168,0,0,9,32,2019-02-06 09:32:00,2,9,ORD-SJU,2019-02-06 09:32:00,2019-02-06 17:25:00,2019-02-06 14:20:00
Monday,2019-04-15,1446,1709,1420,WN,Southwest Airlines Co.,176,N259WN,143,145,131,169,171,RSW,Southwest Florida International Airport,BWI,Baltimore-Washington International Airport,919,2,10,0,N,0,0,0,0,0,169,14,46,2019-04-15 14:46:00,4,14,RSW-BWI,2019-04-15 14:46:00,2019-04-15 17:09:00,2019-04-16 14:20:00
Saturday,2019-04-20,2123,2329,1926,UA,United Air Lines Inc.,1583,N490UA,246,266,220,243,263,MIA,Miami International Airport,DEN,Denver International Airport,1709,10,16,0,N,0,16,0,0,0,227,21,23,2019-04-20 21:23:00,4,21,MIA-DEN,2019-04-20 21:23:00,2019-04-20 23:29:00,2019-04-21 19:26:00
Wednesday,2019-03-06,1801,1957,1934,UA,United Air Lines Inc.,1237,N575UA,116,121,98,23,28,SEA,Seattle-Tacoma International Airport,SFO,San Francisco International Airport,679,4,14,0,N,0,0,0,0,0,23,18,1,2019-03-06 18:01:00,3,18,SEA-SFO,2019-03-06 18:01:00,2019-03-06 19:57:00,2019-03-06 19:34:00
Thursday,2019-05-02,1853,2032,2015,UA,United Air Lines Inc.,1597,N465UA,219,235,193,17,33,ORD,Chicago O'Hare International Airport,LAS,McCarran International Airport,1515,6,20,0,N,0,17,0,0,0,0,18,53,2019-05-02 18:53:00,5,18,ORD-LAS,2019-05-02 18:53:00,2019-05-02 20:32:00,2019-05-02 20:15:00
Friday,2019-05-03,1236,1341,1224,US,US Airways Inc.,16,N620AW,65,69,42,77,81,SNA,John Wayne Airport (Orange County Airport),LAS,McCarran International Airport,226,4,19,0,N,0,0,0,0,0,77,12,36,2019-05-03 12:36:00,5,12,SNA-LAS,2019-05-03 12:36:00,2019-05-03 13:41:00,2019-05-04 12:24:00
Sunday,2019-05-12,1910,2125,1955,DL,Delta Air Lines Inc.,1254,N917DL,135,135,101,90,90,ATL,Hartsfield-Jackson Atlanta International Airport,PHL,Philadelphia International Airport,665,12,22,0,N,0,0,0,90,0,0,19,10,2019-05-12 19:10:00,5,19,ATL-PHL,2019-05-12 19:10:00,2019-05-12 21:25:00,2019-05-12 19:55:00
Wednesday,2019-04-17,2139,2231,2103,MQ,American Eagle Airlines Inc.,3313,N298AE,52,53,31,88,89,DFW,Dallas/Fort Worth International Airport,SPS,Wichita Falls Municipal Airport/Sheppard AFB,113,7,14,0,N,0,0,88,0,0,0,21,39,2019-04-17 21:39:00,4,21,DFW-SPS,2019-04-17 21:39:00,2019-04-17 22:31:00,2019-04-18 21:03:00
Saturday,2019-03-16,1517,1645,1600,MQ,American Eagle Airlines Inc.,3920,N652RS,88,115,76,45,72,ICT,Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport),ORD,Chicago O'Hare International Airport,588,7,5,0,N,0,13,0,0,0,32,15,17,2019-03-16 15:17:00,3,15,ICT-ORD,2019-03-16 15:17:00,2019-03-16 16:45:00,2019-03-16 16:00:00
Tuesday,2019-02-19,1215,1308,1250,AA,American Airlines Inc.,2064,N5DUAA,53,60,36,18,25,MIA,Miami International Airport,MCO,Orlando International Airport,193,3,14,0,N,0,18,0,0,0,0,12,15,2019-02-19 12:15:00,2,12,MIA-MCO,2019-02-19 12:15:00,2019-02-19 13:08:00,2019-02-19 12:50:00
Thursday,2019-04-25,1831,33,10,WN,Southwest Airlines Co.,1676,N612SW,242,235,217,23,16,SEA,Seattle-Tacoma International Airport,MDW,Chicago Midway International Airport,1733,16,9,0,N,0,0,0,17,0,6,18,31,2019-04-25 18:31:00,4,18,SEA-MDW,2019-04-25 18:31:00,2019-04-26 00:33:00,2019-04-26 00:10:00
Wednesday,2019-01-02,919,1043,1011,OO,Skywest Airlines Inc.,5863,N947SW,84,99,60,32,47,ORD,Chicago O'Hare International Airport,SGF,Springfield-Branson National Airport,438,4,20,0,N,0,32,0,0,0,0,9,19,2019-01-02 09:19:00,1,9,ORD-SGF,2019-01-02 09:19:00,2019-01-02 10:43:00,2019-01-02 10:11:00
Friday,2019-03-08,1954,2133,1756,US,US Airways Inc.,750,N574US,99,101,68,217,219,CLT,Charlotte Douglas International Airport,PHL,Philadelphia International Airport,448,16,15,0,N,0,0,0,217,0,0,19,54,2019-03-08 19:54:00,3,19,CLT-PHL,2019-03-08 19:54:00,2019-03-08 21:33:00,2019-03-09 17:56:00
Sunday,2019-05-26,2102,2203,2120,WN,Southwest Airlines Co.,2003,N215WN,61,65,50,43,47,OKC,Will Rogers World Airport,MCI,Kansas City International Airport,313,3,8,0,N,0,0,0,0,0,43,21,2,2019-05-26 21:02:00,5,21,OKC-MCI,2019-05-26 21:02:00,2019-05-26 22:03:00,2019-05-26 21:20:00
Saturday,2019-01-05,1337,1441,1235,WN,Southwest Airlines Co.,769,N304SW,64,65,52,126,127,LAX,Los Angeles International Airport,SJC,Norman Y. Mineta San José International Airport,308,3,9,0,N,0,0,0,13,0,113,13,37,2019-01-05 13:37:00,1,13,LAX-SJC,2019-01-05 13:37:00,2019-01-05 14:41:00,2019-01-06 12:35:00
Sunday,2019-04-07,1302,1443,1400,WN,Southwest Airlines Co.,1924,N261WN,101,70,48,43,12,LAS,McCarran International Airport,LAX,Los Angeles International Airport,236,11,42,0,N,0,0,0,31,0,12,13,2,2019-04-07 13:02:00,4,13,LAS-LAX,2019-04-07 13:02:00,2019-04-07 14:43:00,2019-04-07 14:00:00
Saturday,2019-04-06,1441,1551,1505,WN,Southwest Airlines Co.,450,N915WN,70,85,57,46,61,LAX,Los Angeles International Airport,SFO,San Francisco International Airport,337,5,8,0,N,0,0,0,0,0,46,14,41,2019-04-06 14:41:00,4,14,LAX-SFO,2019-04-06 14:41:00,2019-04-06 15:51:00,2019-04-06 15:05:00
Tuesday,2019-05-21,938,1230,1108,AS,Alaska Airlines Inc.,451,N644AS,172,158,154,82,68,LAX,Los Angeles International Airport,SEA,Seattle-Tacoma International Airport,954,7,11,0,N,0,4,0,14,0,64,9,38,2019-05-21 09:38:00,5,9,LAX-SEA,2019-05-21 09:38:00,2019-05-21 12:30:00,2019-05-21 11:08:00
Sunday,2019-03-10,1751,1910,1855,MQ,American Eagle Airlines Inc.,3730,N939AE,79,95,66,15,31,JAN,Jackson-Evers International Airport,DFW,Dallas/Fort Worth International Airport,408,5,8,0,N,0,0,0,0,0,15,17,51,2019-03-10 17:51:00,3,17,JAN-DFW,2019-03-10 17:51:00,2019-03-10 19:10:00,2019-03-10 18:55:00
Tuesday,2019-05-07,1327,1548,1525,MQ,American Eagle Airlines Inc.,3356,N669MB,141,130,118,23,12,VPS,Destin-Fort Walton Beach Airport/Eglin AFB,DFW,Dallas/Fort Worth International Airport,626,10,13,0,N,0,0,0,11,0,12,13,27,2019-05-07 13:27:00,5,13,VPS-DFW,2019-05-07 13:27:00,2019-05-07 15:48:00,2019-05-07 15:25:00
Sunday,2019-03-17,1149,1339,1315,WN,Southwest Airlines Co.,1683,N455WN,170,170,146,24,24,FLL,Fort Lauderdale-Hollywood International Airport,HOU,William P. Hobby Airport,957,6,18,0,N,0,14,0,0,0,10,11,49,2019-03-17 11:49:00,3,11,FLL-HOU,2019-03-17 11:49:00,2019-03-17 13:39:00,2019-03-17 13:15:00
Wednesday,2019-02-13,1142,1244,1220,EV,Atlantic Southeast Airlines,4515,N681BR,62,60,41,24,22,VLD,Valdosta Regional Airport,ATL,Hartsfield-Jackson Atlanta International Airport,208,13,8,0,N,0,22,0,2,0,0,11,42,2019-02-13 11:42:00,2,11,VLD-ATL,2019-02-13 11:42:00,2019-02-13 12:44:00,2019-02-13 12:20:00
Friday,2019-02-22,1918,2125,2030,MQ,American Eagle Airlines Inc.,4217,N837AE,67,75,46,55,63,ORD,Chicago O'Hare International Airport,CMH,Port Columbus International Airport,296,4,17,0,N,0,53,0,0,0,2,19,18,2019-02-22 19:18:00,2,19,ORD-CMH,2019-02-22 19:18:00,2019-02-22 21:25:00,2019-02-22 20:30:00
Sunday,2019-05-26,1339,2113,1901,US,US Airways Inc.,1494,N177US,274,276,258,132,134,LAX,Los Angeles International Airport,CLT,Charlotte Douglas International Airport,2125,8,8,0,N,0,132,0,0,0,0,13,39,2019-05-26 13:39:00,5,13,LAX-CLT,2019-05-26 13:39:00,2019-05-26 21:13:00,2019-05-26 19:01:00
Thursday,2019-02-14,1543,1640,1615,WN,Southwest Airlines Co.,1539,N293,57,55,39,25,23,LAS,McCarran International Airport,ONT,Ontario International Airport,197,3,15,0,N,0,7,0,2,0,16,15,43,2019-02-14 15:43:00,2,15,LAS-ONT,2019-02-14 15:43:00,2019-02-14 16:40:00,2019-02-14 16:15:00
Saturday,2019-06-29,1552,1758,1727,UA,United Air Lines Inc.,943,N548UA,246,258,226,31,43,ORD,Chicago O'Hare International Airport,LAX,Los Angeles International Airport,1745,5,15,0,N,0,6,0,0,0,25,15,52,2019-06-29 15:52:00,6,15,ORD-LAX,2019-06-29 15:52:00,2019-06-29 17:58:00,2019-06-29 17:27:00
Saturday,2019-03-23,1144,1332,1105,US,US Airways Inc.,331,N168AW,108,115,91,147,154,OAK,Oakland International Airport,PHX,Phoenix Sky Harbor International Airport,646,4,13,0,N,0,147,0,0,0,0,11,44,2019-03-23 11:44:00,3,11,OAK-PHX,2019-03-23 11:44:00,2019-03-23 13:32:00,2019-03-24 11:05:00
Tuesday,2019-05-28,1029,1300,1230,B6,JetBlue Airways,146,N566JB,151,167,133,30,46,FLL,Fort Lauderdale-Hollywood International Airport,JFK,John F. Kennedy International Airport (New York International Airport),1069,5,13,0,N,0,30,0,0,0,0,10,29,2019-05-28 10:29:00,5,10,FLL-JFK,2019-05-28 10:29:00,2019-05-28 13:00:00,2019-05-28 12:30:00
Monday,2019-01-07,2048,2302,2240,AA,American Airlines Inc.,1585,N5EDAA,254,255,232,22,23,DFW,Dallas/Fort Worth International Airport,SEA,Seattle-Tacoma International Airport,1660,5,17,0,N,0,22,0,0,0,0,20,48,2019-01-07 20:48:00,1,20,DFW-SEA,2019-01-07 20:48:00,2019-01-07 23:02:00,2019-01-07 22:40:00
Friday,2019-05-31,1511,1706,1650,MQ,American Eagle Airlines Inc.,4002,N693AE,115,105,95,16,6,ORD,Chicago O'Hare International Airport,XNA,Northwest Arkansas Regional Airport,522,7,13,0,N,0,6,0,10,0,0,15,11,2019-05-31 15:11:00,5,15,ORD-XNA,2019-05-31 15:11:00,2019-05-31 17:06:00,2019-05-31 16:50:00
Friday,2019-02-08,2029,2332,2245,WN,Southwest Airlines Co.,1326,N723SW,123,140,108,47,64,DEN,Denver International Airport,HOU,William P. Hobby Airport,883,3,12,0,N,0,4,0,0,0,43,20,29,2019-02-08 20:29:00,2,20,DEN-HOU,2019-02-08 20:29:00,2019-02-08 23:32:00,2019-02-08 22:45:00
Monday,2019-02-11,1839,2020,1950,UA,United Air Lines Inc.,780,N566UA,101,100,83,30,29,SFO,San Francisco International Airport,PDX,Portland International Airport,550,6,12,0,N,0,0,0,1,0,29,18,39,2019-02-11 18:39:00,2,18,SFO-PDX,2019-02-11 18:39:00,2019-02-11 20:20:00,2019-02-11 19:50:00
Tuesday,2019-02-12,950,1239,1210,WN,Southwest Airlines Co.,948,N346SW,169,150,136,29,10,CLE,Cleveland Hopkins International Airport,MCO,Orlando International Airport,895,8,25,0,N,0,9,0,19,0,1,9,50,2019-02-12 09:50:00,2,9,CLE-MCO,2019-02-12 09:50:00,2019-02-12 12:39:00,2019-02-12 12:10:00
Monday,2019-03-18,1859,1915,1800,WN,Southwest Airlines Co.,113,N350SW,76,75,57,75,74,ELP,El Paso International Airport,PHX,Phoenix Sky Harbor International Airport,347,8,11,0,N,0,22,0,1,0,52,18,59,2019-03-18 18:59:00,3,18,ELP-PHX,2019-03-18 18:59:00,2019-03-18 19:15:00,2019-03-19 18:00:00
Friday,2019-03-22,1649,1743,1721,OO,Skywest Airlines Inc.,6544,N732SK,54,46,31,22,14,ASE,Aspen-Pitkin County Airport,DEN,Denver International Airport,125,4,19,0,N,0,22,0,0,0,0,16,49,2019-03-22 16:49:00,3,16,ASE-DEN,2019-03-22 16:49:00,2019-03-22 17:43:00,2019-03-22 17:21:00
Saturday,2019-06-08,2022,2113,2040,MQ,American Eagle Airlines Inc.,3873,N678AE,51,55,32,33,37,DFW,Dallas/Fort Worth International Airport,SHV,Shreveport Regional Airport,190,4,15,0,N,0,29,0,0,0,4,20,22,2019-06-08 20:22:00,6,20,DFW-SHV,2019-06-08 20:22:00,2019-06-08 21:13:00,2019-06-08 20:40:00
Thursday,2019-01-24,2044,2215,2120,WN,Southwest Airlines Co.,1235,N237WN,91,85,77,55,49,HOU,William P. Hobby Airport,MAF,Midland International Airport,441,4,10,0,N,0,36,0,6,0,13,20,44,2019-01-24 20:44:00,1,20,HOU-MAF,2019-01-24 20:44:00,2019-01-24 22:15:00,2019-01-24 21:20:00
Sunday,2019-02-03,2140,2223,2155,WN,Southwest Airlines Co.,1555,N732SW,43,50,33,28,35,BWI,Baltimore-Washington International Airport,ORF,Norfolk International Airport,159,3,7,0,N,0,28,0,0,0,0,21,40,2019-02-03 21:40:00,2,21,BWI-ORF,2019-02-03 21:40:00,2019-02-03 22:23:00,2019-02-03 21:55:00
Tuesday,2019-01-29,1858,2045,2010,WN,Southwest Airlines Co.,1469,N426WN,167,175,151,35,43,TPA,Tampa International Airport,MCI,Kansas City International Airport,1048,3,13,0,N,0,0,0,0,0,35,18,58,2019-01-29 18:58:00,1,18,TPA-MCI,2019-01-29 18:58:00,2019-01-29 20:45:00,2019-01-29 20:10:00
Saturday,2019-04-06,1624,1912,1754,DL,Delta Air Lines Inc.,791,N963DL,168,142,111,78,52,EWR,Newark Liberty International Airport,ATL,Hartsfield-Jackson Atlanta International Airport,745,10,47,0,N,0,3,0,26,0,49,16,24,2019-04-06 16:24:00,4,16,EWR-ATL,2019-04-06 16:24:00,2019-04-06 19:12:00,2019-04-06 17:54:00
Wednesday,2019-02-13,1444,1712,1605,WN,Southwest Airlines Co.,2439,N622SW,148,140,126,67,59,IAD,Washington Dulles International Airport,MCO,Orlando International Airport,758,6,16,0,N,0,6,0,8,0,53,14,44,2019-02-13 14:44:00,2,14,IAD-MCO,2019-02-13 14:44:00,2019-02-13 17:12:00,2019-02-13 16:05:00
Sunday,2019-01-06,911,1021,1006,UA,United Air Lines Inc.,233,N329UA,130,146,113,15,31,ALB,Albany International Airport,ORD,Chicago O'Hare International Airport,723,5,12,0,N,0,0,0,15,0,0,9,11,2019-01-06 09:11:00,1,9,ALB-ORD,2019-01-06 09:11:00,2019-01-06 10:21:00,2019-01-06 10:06:00
Sunday,2019-03-10,1823,2004,1915,AA,American Airlines Inc.,1684,N429AA,101,105,76,49,53,DFW,Dallas/Fort Worth International Airport,BNA,Nashville International Airport,631,4,21,0,N,0,18,0,0,0,31,18,23,2019-03-10 18:23:00,3,18,DFW-BNA,2019-03-10 18:23:00,2019-03-10 20:04:00,2019-03-10 19:15:00
Thursday,2019-03-14,1740,2002,1830,MQ,American Eagle Airlines Inc.,4791,N722AE,142,75,47,92,25,LGA,LaGuardia Airport (Marine Air Terminal),DCA,Ronald Reagan Washington National Airport,214,5,90,0,N,0,0,0,70,0,22,17,40,2019-03-14 17:40:00,3,17,LGA-DCA,2019-03-14 17:40:00,2019-03-14 20:02:00,2019-03-14 18:30:00
Saturday,2019-03-09,1038,1230,1205,WN,Southwest Airlines Co.,2980,N273WN,172,175,148,25,28,MCO,Orlando International Airport,MDW,Chicago Midway International Airport,989,8,16,0,N,0,0,0,0,14,11,10,38,2019-03-09 10:38:00,3,10,MCO-MDW,2019-03-09 10:38:00,2019-03-09 12:30:00,2019-03-09 12:05:00
Thursday,2019-02-21,2249,2400,2055,OO,Skywest Airlines Inc.,5796,N569SW,71,55,40,185,169,SFO,San Francisco International Airport,CIC,Unknown,153,3,28,0,N,0,185,0,0,0,0,22,49,2019-02-21 22:49:00,2,22,SFO-CIC,2019-02-21 22:49:00,2019-02-22 00:00:00,2019-02-22 20:55:00
Sunday,2019-02-24,1920,2053,1940,OO,Skywest Airlines Inc.,6461,N957SW,93,85,71,73,65,LAX,Los Angeles International Airport,SMF,Sacramento International Airport,373,3,19,0,N,0,0,0,0,0,73,19,20,2019-02-24 19:20:00,2,19,LAX-SMF,2019-02-24 19:20:00,2019-02-24 20:53:00,2019-02-24 19:40:00
Tuesday,2019-01-01,1610,1841,1730,AA,American Airlines Inc.,2397,N5EPAA,271,270,247,71,70,EWR,Newark Liberty International Airport,EGE,Eagle County Regional Airport,1725,4,20,0,N,0,3,0,1,0,67,16,10,2019-01-01 16:10:00,1,16,EWR-EGE,2019-01-01 16:10:00,2019-01-01 18:41:00,2019-01-01 17:30:00
Saturday,2019-04-06,1703,1804,1735,WN,Southwest Airlines Co.,378,N274WN,61,70,48,29,38,SAN,San Diego International Airport (Lindbergh Field),PHX,Phoenix Sky Harbor International Airport,304,5,8,0,N,0,5,0,0,0,24,17,3,2019-04-06 17:03:00,4,17,SAN-PHX,2019-04-06 17:03:00,2019-04-06 18:04:00,2019-04-06 17:35:00
Tuesday,2019-06-25,2302,6,2230,WN,Southwest Airlines Co.,2041,N699SW,64,70,49,96,102,BWI,Baltimore-Washington International Airport,BDL,Bradley International Airport,283,5,10,0,N,0,0,0,0,0,96,23,2,2019-06-25 23:02:00,6,23,BWI-BDL,2019-06-25 23:02:00,2019-06-26 00:06:00,2019-06-26 22:30:00
Sunday,2019-06-23,1929,2233,2156,F9,Frontier Airlines Inc.,122,N942FR,124,116,100,37,29,DEN,Denver International Airport,DFW,Dallas/Fort Worth International Airport,641,7,17,0,N,0,0,0,26,0,11,19,29,2019-06-23 19:29:00,6,19,DEN-DFW,2019-06-23 19:29:00,2019-06-23 22:33:00,2019-06-23 21:56:00
Wednesday,2019-05-15,1008,1103,1030,MQ,American Eagle Airlines Inc.,3867,N643AE,55,50,34,33,28,DFW,Dallas/Fort Worth International Airport,GRK,Killeen-Fort Hood Regional Airport,134,4,17,0,N,0,22,0,5,0,6,10,8,2019-05-15 10:08:00,5,10,DFW-GRK,2019-05-15 10:08:00,2019-05-15 11:03:00,2019-05-15 10:30:00
Tuesday,2019-01-22,1750,1925,1650,OO,Skywest Airlines Inc.,2873,N507CA,155,145,124,155,145,EWR,Newark Liberty International Airport,MKE,General Mitchell International Airport,725,6,25,0,N,0,0,0,155,0,0,17,50,2019-01-22 17:50:00,1,17,EWR-MKE,2019-01-22 17:50:00,2019-01-22 19:25:00,2019-01-23 16:50:00
Friday,2019-01-04,900,1111,945,WN,Southwest Airlines Co.,987,N716SW,131,145,110,86,100,PIT,Pittsburgh International Airport,MCO,Orlando International Airport,834,6,15,0,N,0,86,0,0,0,0,9,0,2019-01-04 09:00:00,1,9,PIT-MCO,2019-01-04 09:00:00,2019-01-04 11:11:00,2019-01-04 09:45:00
Thursday,2019-04-18,815,1205,1135,AA,American Airlines Inc.,891,N5ELAA,230,220,209,30,20,IAD,Washington Dulles International Airport,SJU,Luis Muñoz Marín International Airport,1571,7,14,0,N,0,20,0,10,0,0,8,15,2019-04-18 08:15:00,4,8,IAD-SJU,2019-04-18 08:15:00,2019-04-18 12:05:00,2019-04-18 11:35:00
Saturday,2019-03-02,1551,1854,1653,OO,Skywest Airlines Inc.,5882,N762SK,123,92,74,121,90,DEN,Denver International Airport,OKC,Will Rogers World Airport,495,4,45,0,N,0,0,0,0,0,121,15,51,2019-03-02 15:51:00,3,15,DEN-OKC,2019-03-02 15:51:00,2019-03-02 18:54:00,2019-03-02 16:53:00
Thursday,2019-05-16,1729,2107,2031,B6,JetBlue Airways,447,N187JB,218,196,196,36,14,BOS,Gen. Edward Lawrence Logan International Airport,TPA,Tampa International Airport,1185,4,18,0,N,0,14,0,22,0,0,17,29,2019-05-16 17:29:00,5,17,BOS-TPA,2019-05-16 17:29:00,2019-05-16 21:07:00,2019-05-16 20:31:00
Saturday,2019-05-11,1228,1539,1503,DL,Delta Air Lines Inc.,711,N954DL,191,163,146,36,8,BOS,Gen. Edward Lawrence Logan International Airport,ATL,Hartsfield-Jackson Atlanta International Airport,946,9,36,0,N,0,0,0,28,0,8,12,28,2019-05-11 12:28:00,5,12,BOS-ATL,2019-05-11 12:28:00,2019-05-11 15:39:00,2019-05-11 15:03:00
Tuesday,2019-06-04,1809,323,2359,HA,Hawaiian Airlines Inc.,36,N583HA,374,344,347,204,174,HNL,Honolulu International Airport,PHX,Phoenix Sky Harbor International Airport,2917,8,19,0,N,0,30,0,0,0,174,18,9,2019-06-04 18:09:00,6,18,HNL-PHX,2019-06-04 18:09:00,2019-06-05 03:23:00,2019-06-04 23:59:00
Tuesday,2019-02-19,1335,1624,1605,B6,JetBlue Airways,462,N559JB,169,185,147,19,35,RSW,Southwest Florida International Airport,BOS,Gen. Edward Lawrence Logan International Airport,1249,5,17,0,N,0,3,0,0,0,16,13,35,2019-02-19 13:35:00,2,13,RSW-BOS,2019-02-19 13:35:00,2019-02-19 16:24:00,2019-02-19 16:05:00
Saturday,2019-06-29,2351,121,2313,DL,Delta Air Lines Inc.,1792,N925DL,90,103,72,128,141,ATL,Hartsfield-Jackson Atlanta International Airport,ORF,Norfolk International Airport,516,6,12,0,N,0,0,20,0,0,108,23,51,2019-06-29 23:51:00,6,23,ATL-ORF,2019-06-29 23:51:00,2019-06-30 01:21:00,2019-06-30 23:13:00
Saturday,2019-06-15,1210,1254,1235,MQ,American Eagle Airlines Inc.,4590,N736DT,104,105,84,19,20,DCA,Ronald Reagan Washington National Airport,BNA,Nashville International Airport,562,6,14,0,N,0,0,0,0,0,19,12,10,2019-06-15 12:10:00,6,12,DCA-BNA,2019-06-15 12:10:00,2019-06-15 12:54:00,2019-06-15 12:35:00
